Fips,Target
41001,0
41003,1
41005,1
41071,1
41007,1
41009,0
41011,1
41013,0
41015,0
41017,1
41019,1
41021,0
41025,0
41023,0
41027,0
41029,1
41031,0
41033,1
41035,1
41039,1
41041,0
41037,0
41043,1
41045,0
41047,1
41049,0
41051,1
41053,1
41055,0
41057,0
41059,1
41061,0
41063,0
41065,0
41067,1
41069,0
