Fips,Target
6107,1
6113,1
6109,1
6115,1
6077,1
6075,1
6045,1
6003,0
6023,1
6005,0
6057,1
6039,1
6087,1
6105,0
6037,1
6065,1
6071,1
6041,1
6093,0
6061,1
6085,1
6091,0
6089,1
6095,1
6015,0
6021,0
6011,0
6007,1
6031,1
6063,0
6079,1
6019,1
6059,1
6029,1
6111,1
6009,0
6101,1
6081,1
6073,1
6047,1
6033,1
6043,0
6049,0
6051,0
6013,1
6027,0
6035,0
6099,1
6097,1
6103,0
6025,1
6069,0
6083,1
6001,1
6067,1
6017,1
6055,1
6053,1
