Fips,Target
48373,0
48391,0
48317,0
48467,0
48055,0
48487,0
48419,0
48383,0
48501,0
48189,0
48387,0
48435,0
48399,0
48407,0
48469,1
48451,1
48459,0
48315,0
48473,0
48481,0
48485,1
48493,0
48219,1
48329,1
48323,0
48297,0
48181,1
48147,0
48299,0
48363,0
48067,0
48255,1
48123,0
48041,1
48059,0
48183,1
48179,0
48313,0
48165,0
48303,1
48237,0
48257,1
48153,0
48259,0
48035,0
48017,0
48029,1
48071,1
48023,0
48061,1
48027,1
48121,1
48167,1
48283,0
48117,0
48141,1
48393,0
48457,0
48463,0
48483,0
48037,1
48043,0
48009,0
48423,1
48215,1
48105,0
48425,0
48207,0
48199,0
48227,1
48333,0
48289,0
48351,0
48337,0
48389,0
48365,0
48403,0
48421,0
48437,0
48231,1
48063,0
48195,0
48077,0
48187,1
48217,0
48205,0
48347,0
48293,0
48369,0
48367,1
48377,0
48465,0
48109,0
48169,0
48173,0
48135,1
48185,0
48453,1
48085,1
48087,0
48005,1
48101,0
48209,1
48143,0
48039,1
48345,0
48129,0
48083,0
48013,1
48229,0
48325,0
48353,0
48213,1
48475,0
48327,0
48149,0
48203,0
48277,1
48233,0
48491,1
48267,0
48477,0
48495,0
48201,1
48053,0
48343,0
48361,0
48429,0
48003,0
48171,0
48177,0
48305,0
48311,0
48113,1
48221,0
48503,0
48505,0
48251,1
48223,0
48275,0
48357,0
48309,1
48073,0
48095,0
48119,0
48137,0
48253,0
48133,0
48243,0
48247,0
48339,1
48249,0
48111,0
48127,0
48479,1
48157,1
48011,0
48069,0
48235,0
48273,0
48489,0
48097,0
48107,0
48115,0
48151,0
48131,0
48245,1
48051,0
48031,0
48241,0
48271,0
48359,0
48279,0
48295,0
48307,0
48319,0
48125,0
48439,1
48287,1
48001,0
48139,1
48239,0
48265,1
48331,0
48145,0
48047,0
48093,0
48015,0
48261,0
48355,1
48089,0
48409,0
48379,0
48381,1
48385,0
48411,0
48413,0
48431,0
48507,0
48057,0
48065,0
48155,0
48175,0
48193,0
48197,0
48335,0
48045,0
48285,0
48449,0
48161,0
48291,0
48445,0
48497,1
48301,0
48321,1
48371,0
48395,0
48401,0
48397,1
48447,0
48455,0
48471,0
48441,1
48499,0
48019,0
48007,0
48075,0
48079,0
48081,0
48091,1
48099,0
48211,0
48225,0
48341,0
48349,0
48375,1
48405,0
48415,0
48417,0
48427,0
48433,0
48461,0
48021,0
48049,0
48191,0
48025,0
48159,0
48163,0
48103,0
48281,0
