Fips,Target
35023,0
35029,0
35031,1
35055,0
35043,1
35021,0
35033,0
35025,1
35059,0
35051,0
35017,0
35009,0
35007,0
35015,1
35045,1
35037,0
35027,0
35005,1
35049,1
35053,0
35013,1
35041,0
35028,1
35039,0
35047,0
35061,0
35057,0
35035,1
35001,1
35006,0
35011,0
35019,0
35003,0
