Fips,Target
24047,1
24510,1
24011,0
24039,0
24041,1
24025,1
24001,1
24027,1
24033,1
24005,1
24003,1
24021,1
24009,1
24023,0
24029,0
24031,1
24013,1
24035,0
24037,1
24017,1
24019,0
24043,1
24045,1
24015,1
