Fips,Target
1001,0
1003,0
1005,1
1007,0
1009,1
1011,0
1013,0
1015,0
1017,1
1019,1
1021,0
1023,0
1025,0
1027,0
1029,1
1031,1
1033,0
1035,0
1037,0
1039,1
1041,0
1043,1
1045,0
1047,1
1049,0
1051,0
1053,0
1055,1
1057,1
1059,0
1061,0
1063,0
1065,0
1067,0
1069,0
1071,0
1073,1
1075,0
1077,0
1079,1
1081,1
1083,1
1085,0
1087,0
1089,1
1091,0
1093,0
1095,1
1097,0
1099,1
1101,1
1103,0
1105,1
1107,0
1109,0
1111,1
1113,1
1115,0
1117,0
1119,1
1121,0
1123,0
1125,0
1127,1
1129,1
1131,0
1133,0
4001,1
4003,1
4005,0
4007,0
4009,1
4011,0
4012,0
4013,0
4015,1
4017,0
4019,0
4021,1
4023,0
4025,1
4027,0
5001,0
5003,0
5005,1
5007,1
5009,1
5011,1
5013,0
5015,0
5017,0
5019,1
5021,0
5023,1
5025,0
5027,1
5029,0
5031,0
5033,1
5035,1
5037,0
5039,1
5041,0
5043,1
5045,0
5047,0
5049,0
5051,1
5053,1
5055,0
5057,0
5059,1
5061,1
5063,1
5065,1
5067,0
5069,1
5071,1
5073,0
5075,1
5077,1
5079,1
5081,0
5083,1
5085,0
5087,1
5089,0
5091,0
5093,1
5095,1
5097,1
5099,0
5101,0
5103,0
5105,1
5107,1
5109,0
5111,1
5113,1
5115,0
5117,1
5119,0
5121,1
5123,0
5125,0
5127,0
5129,1
5131,0
5133,0
5135,1
5137,1
5139,0
5141,0
5143,1
5145,0
5147,1
5149,1
6001,0
6003,0
6005,0
6007,1
6009,0
6011,0
6013,0
6015,0
6017,0
6019,0
6021,0
6023,0
6025,0
6027,0
6029,0
6031,0
6033,0
6035,0
6037,1
6039,0
6041,0
6043,1
6045,0
6047,0
6049,0
6051,0
6053,0
6055,0
6057,0
6059,0
6061,0
6063,0
6065,0
6067,0
6069,0
6071,0
6073,0
6075,0
6077,1
6079,1
6081,1
6083,1
6085,0
6087,0
6089,0
6091,0
6093,1
6095,0
6097,0
6099,0
6101,0
6103,0
6105,0
6107,0
6109,1
6111,1
6113,0
6115,0
8001,0
8003,0
8005,0
8007,0
8009,0
8011,0
8013,1
8014,0
8015,0
8017,0
8019,0
8021,0
8023,0
8025,0
8027,0
8029,1
8031,0
8033,0
8035,0
8037,0
8039,1
8041,1
8043,1
8045,0
8047,0
8049,1
8051,0
8053,0
8055,0
8057,0
8059,1
8061,0
8063,0
8065,0
8067,0
8069,1
8071,0
8073,1
8075,1
8077,0
8079,1
8081,1
8083,0
8085,1
8087,0
8089,0
8091,0
8093,1
8095,1
8097,0
8099,0
8101,1
8103,0
8105,0
8107,1
8109,0
8111,0
8113,0
8115,0
8117,0
8119,0
8121,1
8123,1
8125,0
9001,0
9003,0
9005,1
9007,1
9009,1
9011,1
9013,0
9015,1
10001,0
10003,1
10005,1
12001,0
12003,1
12005,0
12007,0
12009,0
12011,1
12013,0
12015,0
12017,1
12019,0
12021,0
12023,1
12027,0
12029,0
12031,1
12033,0
12035,0
12037,0
12039,0
12041,1
12043,0
12045,0
12047,0
12049,0
12051,1
12053,1
