Fips,Target
20013,0
20015,0
20017,0
20019,0
20021,0
20023,0
20025,1
20027,0
20029,1
20031,0
20033,1
20035,1
20037,0
20039,0
20041,0
20043,0
20045,0
20047,0
20049,1
20051,1
20053,0
20055,0
20057,1
20059,1
20061,0
20063,1
20065,1
20067,0
20069,0
20071,0
20073,0
20075,0
20077,1
20079,0
20081,0
20083,0
20085,0
20087,1
20089,0
20091,0
20093,0
20095,0
20097,1
20099,0
20101,0
20103,1
20105,1
20107,0
20109,1
20111,0
20113,0
20115,1
20117,0
20119,1
20121,0
20123,0
20125,0
20127,0
20129,0
20131,1
20133,1
20135,0
20137,0
20139,1
20141,0
20143,1
20145,1
20147,0
20149,0
20151,0
20153,0
20155,1
20157,0
20159,1
20161,0
20163,1
20165,1
20167,0
20169,0
20171,1
20173,0
20175,0
20177,1
20179,1
20181,0
20183,1
20185,0
20187,0
20189,0
20191,1
20193,0
20195,0
20197,1
20199,0
20201,0
20203,1
20205,1
20207,0
20209,0
21001,0
21003,1
21005,1
21007,1
21009,1
21011,1
21013,0
21015,0
21017,0
21019,1
21021,0
21023,1
21025,1
21027,1
21029,1
21031,0
21033,0
21035,0
21037,0
21039,0
21041,1
21043,0
21045,1
21047,0
21049,1
21051,0
21053,0
21055,1
21057,0
21059,0
21061,0
21063,0
21065,0
21067,0
21069,0
21071,1
21073,1
21075,0
21077,0
21079,0
21081,0
21083,0
21085,1
21087,0
21089,1
21091,0
21093,0
21095,1
21097,1
21099,0
21101,0
21103,0
21105,1
21107,1
21109,0
21111,1
21113,1
21115,0
21117,0
21119,0
21121,0
21123,1
21125,1
21127,0
21129,0
21131,0
21133,0
21135,0
21137,1
21139,1
21141,1
21143,0
21145,0
21147,0
21149,0
21151,1
21153,1
21155,1
21157,0
21159,0
21161,0
21163,1
21165,1
21167,0
21169,1
21171,0
21173,0
21175,0
21177,0
21179,1
21181,0
21183,0
21185,1
21187,0
21189,1
21191,0
21193,0
21195,0
21197,1
21199,0
21203,1
21205,1
21207,0
21209,1
21211,1
21213,1
21215,0
21217,0
21219,0
21221,1
21223,1
21225,0
21227,0
21229,0
21231,1
21233,0
21235,0
21237,0
21239,1
22001,0
22003,0
22005,0
22007,0
22009,0
22011,0
22013,0
22015,0
22017,0
22019,0
22021,0
22023,0
22025,0
22027,0
22029,0
22031,0
22033,0
22035,0
22037,0
22039,0
22041,0
22043,0
22045,0
22047,0
22049,0
22051,0
22053,0
22055,0
22057,0
22059,0
22061,0
22063,0
22065,0
22067,0
22069,0
22071,0
22073,0
22075,0
22077,0
22079,0
22081,0
22083,0
22085,0
22087,0
22089,0
22091,0
22093,0
22095,0
22097,0
22099,0
22101,0
22103,0
22105,0
22107,0
22109,0
22111,0
22113,0
22115,0
22117,0
22119,0
22121,0
22123,0
22125,0
22127,0
23001,0
23003,1
23005,0
23007,1
23009,0
23011,1
23013,0
23015,1
23017,0
23019,1
23021,1
23023,1
23025,1
23027,1
23029,0
23031,1
24001,0
24003,0
24005,1
24009,0
24011,1
24013,1
24015,0
24017,0
24019,0
24021,1
24023,1
24025,1
24027,1
24029,1
24031,0
24033,0
24035,0
24037,0
24039,1
24041,0
24043,0
24045,1
24047,0
24510,0
25001,0
25003,1
25005,0
25007,1
25009,0
25011,1
25013,1
25015,0
25017,0
25019,0
25021,1
25023,1
25025,0
25027,0
26001,0
26003,0
26005,1
26007,1
26009,0
26011,0
26013,0
26015,1
26017,0
26019,0
26021,0
26023,0
26025,0
26027,0
26029,1
26031,0
26033,1
26035,0
26037,0
26039,0
26041,0
26043,0
26045,0
26047,0
26049,1
26051,0
26053,0
26055,0
26057,0
26059,0
26061,0
26063,0
26065,1
26067,0
26069,0
26071,0
26073,0
26075,0
26077,0
26079,1
26081,1
26083,0
26085,0
26087,1
26089,0
26091,1
26093,1
26095,0
26097,0
26099,1
26101,0
26103,1
26105,0
26107,0
26109,1
26111,0
26113,0
26115,0
26117,0
26119,0
26121,1
26123,1
26125,0
26127,1
26129,0
26131,0
26133,0
26135,1
26137,1
26139,1
26141,1
26143,0
26145,0
26147,0
26149,0
26151,0
26153,0
26155,0
26157,0
26159,1
26161,0
26163,1
26165,0
27001,0
27003,0
27005,1
27007,1
27009,1
27011,0
27013,0
27015,0
27017,0
27019,0
27021,0
27023,1
27025,0
27027,0
27029,1
27031,0
27033,1
27035,0
27037,0
27039,1
27041,0
27043,0
27045,1
27047,0
27049,0
27051,0
27053,0
27055,0
27057,0
27059,0
27061,0
27063,0
27065,1
27067,0
27069,0
27071,0
27073,0
27075,0
27077,0
27079,1
27081,1
27083,0
27085,0
27087,0
27089,0
27091,0
27093,1
27095,0
27097,1
27099,1
27101,0
27103,0
27105,0
27107,0
27109,1
27111,0
27113,0
27115,1
27117,0
27119,1
27121,0
27123,1
27125,0
27127,0
27129,0
27131,1
27133,0
27135,1
27137,1
27139,1
27141,0
27143,0
27145,0
27147,0
27149,0
27151,0
27153,0
27155,0
27157,0
27159,0
27161,0
27163,0
27165,0
27167,0
27169,1
27171,0
27173,0
28001,1
28003,1
28005,0
28007,0
28009,1
28011,0
28013,0
28015,1
28017,1
28019,1
28021,1
28023,0
28025,0
28027,0
28029,1
28031,1
28033,0
28035,1
28037,1
28039,1
28041,0
28043,0
28045,0
28047,1
28049,1
28051,0
28053,1
28057,0
28059,0
28061,0
28063,1
28065,0
28067,0
28069,0
28071,0
28073,1
28075,0
28077,0
28079,1
28081,0
28083,0
28085,1
28087,1
28089,1
28091,1
28093,0
28095,0
28097,0
28099,1
28101,0
28103,0
28105,0
28107,0
28109,1
28111,0
28113,0
28115,1
28117,0
28119,0
28121,0
28123,1
28125,0
28127,1
28129,1
28131,0
28133,1
28135,0
28137,0
28139,1
28141,0
28143,0
28145,0
28147,0
28149,0
28151,0
28153,1
28155,0
28157,1
28159,1
28161,0
28163,1
29001,0
29003,1
29005,0
29007,0
29009,1
29011,1
29013,0
29015,1
29017,1
29019,0
29021,1
29023,0
29025,0
29027,0
29029,1
29031,1
29033,1
29035,0
29037,0
29039,1
29041,0
29043,0
29045,1
29047,0
29049,0
29051,1
29053,1
29055,0
29057,0
29059,0
29061,0
29063,0
29065,0
29067,0
29069,0
29071,1
29073,1
29075,0
29077,0
29079,1
29081,1
29083,0
29085,1
29087,0
29089,1
29091,1
29093,0
29095,0
29097,0
29099,1
29101,0
29103,0
29105,1
29107,0
29109,0
29111,0
29113,1
29115,0
29117,1
29119,0
29121,1
29123,1
29125,0
29127,1
29129,0
29131,1
29133,0
29135,1
29137,0
29139,0
29141,0
29143,0
29145,0
29147,1
29149,0
29151,1
29153,0
29155,0
29157,0
29159,0
29161,1
29163,0
29165,0
29167,1
29169,0
29171,0
29173,0
29175,1
29177,1
29179,0
29181,0
29183,0
29185,0
29186,0
29187,0
29189,1
29195,0
29197,0
29199,0
29201,1
29203,0
29205,1
29207,0
29209,0
29211,0
29213,1
29215,0
29217,1
29219,0
29221,0
29223,1
29225,0
29227,0
29229,0
29510,0
30001,0
30003,0
30005,0
30007,0
30009,0
30011,0
30013,1
30015,1
30017,1
30019,0
30021,1
30023,0
30025,0
30027,0
30029,1
30031,0
30035,0
30039,0
30041,1
30043,1
30045,0
30047,0
30049,0
30051,1
30053,1
30055,0
30057,1
30059,0
30061,1
30063,1
30065,0
30067,0
30071,0
30073,1
30075,0
30077,1
30081,0
30083,1
30085,0
30087,0
30089,0
30091,1
30093,0
30095,0
30097,0
30099,1
30101,0
30105,0
30107,0
30109,0
30111,0
31001,1
31003,1
31011,0
31013,1
31015,1
31017,0
31019,0
31021,0
31023,0
31025,0
31027,1
31029,0
31031,0
31033,0
31035,0
31037,1
31039,0
31041,1
31043,0
31045,0
31047,1
31049,1
31051,0
31053,1
31055,0
31057,0
31059,1
31061,1
31063,0
31065,0
31067,0
31069,0
31071,0
31073,0
31077,0
31079,0
31081,0
31083,1
31087,0
31089,0
31091,0
31093,1
31095,1
31097,0
31099,0
31101,1
31105,0
31107,0
31109,1
31111,1
31113,1
31115,0
31119,1
31121,0
31123,0
31125,0
31127,1
31129,0
31131,0
31133,1
31135,1
31137,1
31139,1
31141,0
31143,1
31145,0
31147,1
31149,0
31151,0
31153,1
31155,1
31157,0
31159,0
31161,1
31163,0
31167,0
31169,0
31171,0
31173,0
31175,0
31177,0
31179,1
31181,0
31183,0
31185,1
32001,0
32003,1
32005,0
32007,0
32011,0
32013,1
32015,0
32017,1
32019,0
32021,1
32023,1
32027,1
32029,0
32031,1
32033,0
32510,0
33001,0
33003,1
33005,1
33007,0
33009,0
33011,0
33013,0
33015,0
33017,1
33019,0
34001,1
34003,1
34005,1
34007,1
34009,1
34011,0
34013,0
34015,1
34017,0
34019,1
34021,0
34023,0
34025,1
34027,0
34029,1
34031,0
34033,0
34035,1
34037,0
34039,0
34041,0
35001,1
35003,0
35005,0
35006,0
35007,1
35009,0
35011,0
35013,0
35015,1
35017,0
35019,1
35023,1
35025,0
35027,1
35028,0
35029,0
35031,0
35033,1
35035,1
35037,0
35039,0
35041,0
35043,1
35045,1
35047,1
35049,1
35051,0
35053,1
35055,1
35057,0
35059,0
35061,1
36001,0
36003,0
36005,0
36007,0
36009,0
36011,0
36013,0
36015,1
36017,0
36019,0
36021,0
36023,0
36025,0
36027,1
36029,0
36031,0
36033,1
36035,0
36037,1
36039,0
36041,0
36043,0
36045,1
36047,0
36049,0
36051,1
36053,1
36055,0
36057,0
36059,0
36061,0
36063,0
36065,0
36067,0
36069,1
36071,0
36073,0
36075,0
36077,1
36079,0
36081,0
36083,0
36085,0
36087,1
36089,0
36091,0
36093,1
36095,0
36097,0
36099,0
36101,0
36103,0
36105,0
36107,0
36109,1
36111,0
36113,0
36115,0
36117,1
36119,1
36121,1
36123,1
37001,1
37003,0
37005,0
37007,0
37009,1
37011,1
37013,0
37015,0
37017,1
37019,0
37021,1
37023,1
37025,0
37027,0
37029,1
37031,0
37033,1
37035,0
37037,0
37039,0
37041,0
37043,0
37045,0
37047,0
37049,0
37051,0
37053,0
37055,0
37057,0
37059,0
37061,0
37063,1
37065,1
37067,1
37069,1
37071,1
37073,0
37075,1
37077,1
37079,0
37081,0
37083,1
37085,1
37087,1
37089,0
37091,0
37093,1
37095,0
37097,0
37099,0
37101,1
37103,0
37105,0
37107,1
37109,1
37111,0
37113,1
37115,1
37117,0
37119,1
37121,0
37123,0
37125,0
37127,0
37129,1
37131,0
37133,0
37135,0
37137,0
37139,0
37141,0
37143,0
37145,0
37147,0
37149,1
37151,1
37153,0
37155,0
37157,0
37159,1
37161,1
37163,0
37165,0
37167,0
37169,0
37171,0
37173,0
37175,1
37177,0
37179,0
37181,0
37183,0
37185,0
37187,0
37189,0
37191,1
37193,0
37195,1
37197,1
37199,1
38001,1
38003,0
38005,0
38007,0
38009,0
38011,0
38013,1
38015,0
38017,0
38019,0
38021,0
38023,0
38025,1
38027,1
38029,1
38031,0
38033,0
38035,1
38037,0
38039,0
38041,0
38043,0
38045,0
38047,1
38049,0
38051,0
38053,0
38055,0
38057,0
38059,0
38061,0
38063,1
38065,0
38067,0
38069,1
38071,1
38073,0
38075,0
38077,1
38079,1
38081,0
38083,1
38085,0
38087,0
38089,0
38091,0
38093,1
38095,0
38097,0
38099,0
38101,0
38103,1
38105,1
39001,1
39003,1
39005,1
39007,0
39009,0
39011,0
39013,1
39015,0
39017,0
39019,1
39021,0
39023,1
39025,1
39027,0
39029,0
39031,1
39033,0
39035,0
39037,0
39039,0
39041,0
39043,0
39045,1
39047,0
39049,1
39051,0
39053,0
39055,1
39057,0
39059,1
39061,0
39063,0
39065,0
39067,1
39069,0
39071,0
39073,1
39075,0
39077,0
39079,0
39081,1
39083,0
39085,0
39087,0
39089,0
39091,1
39093,0
39095,1
39097,1
39099,0
39101,1
39103,0
39105,1
39107,0
39109,0
39111,0
39113,0
39115,0
39117,1
39119,1
39121,1
39123,1
39125,0
39127,0
39129,1
39131,0
39133,0
39135,1
39137,0
39139,1
39141,1
39143,0
39145,1
39147,0
39149,1
39151,0
39153,0
39155,1
39157,1
39159,0
39161,1
39163,0
39165,0
39167,0
39169,1
39171,1
39173,1
39175,0
40001,0
40003,0
40005,1
40007,0
40009,0
40011,0
40013,0
40015,1
40017,0
40019,0
40021,0
40023,1
40025,0
40027,0
40029,0
40031,1
40033,1
40035,1
40037,1
40039,1
40041,0
40043,0
40045,1
40047,0
40049,1
40051,1
40053,0
40055,0
40057,0
40059,1
40061,0
40063,0
40065,0
40067,1
40069,1
40071,0
40073,1
40075,1
40077,1
40079,0
40081,1
40083,1
40085,1
40087,0
40089,0
40091,0
40093,0
40095,0
40097,1
40099,0
40101,1
40103,1
40105,0
40107,1
40109,1
40111,1
40113,1
40115,1
40117,1
40119,0
40121,0
40123,1
40125,0
40127,0
40129,0
40131,0
40133,1
40135,0
40137,0
40139,0
40141,1
40143,0
40145,1
40147,0
40149,0
40151,0
40153,0
41001,0
41003,1
41005,1
41007,1
41009,0
41011,0
41013,1
41015,0
41017,0
41019,0
41021,0
41023,0
41025,0
41027,0
41029,0
41031,1
41033,1
41035,0
41037,0
41039,0
41041,1
41043,0
41045,0
41047,1
41049,1
41051,1
41053,1
41055,0
41057,1
41059,1
41061,0
41063,0
41065,0
41067,0
41069,0
41071,1
42001,1
42003,0
42005,1
42007,0
42009,1
42011,0
42013,1
42015,0
42017,0
42019,0
42021,0
42023,0
42025,0
42027,1
42029,0
42031,1
42033,0
42035,0
42037,0
42039,0
42041,0
42043,1
42045,0
42047,1
42049,0
42051,0
42053,0
42055,1
42057,0
42059,0
42061,1
42063,1
42065,1
42067,1
42069,0
42071,1
42073,0
42075,0
42077,0
42079,1
42081,1
42083,0
42085,0
42087,0
42089,0
42091,0
42093,0
42095,0
42097,0
42099,0
42101,0
42103,0
42105,1
42107,0
42109,0
42111,1
42113,0
42115,0
42117,0
42119,0
42121,0
42123,0
42125,0
42127,1
42129,0
42131,1
42133,1
44001,0
44003,1
44005,1
44007,1
44009,0
45001,1
45003,1
45005,0
45007,1
45009,1
45011,0
45013,0
45015,0
45017,0
45019,1
45021,0
45023,0
45025,0
45027,1
45029,0
45031,1
45033,0
45035,0
45037,0
45039,1
45041,1
45043,1
45045,1
45047,0
45049,0
45051,1
45053,0
45055,1
45057,1
45059,1
45061,0
45063,0
45065,0
45067,1
45069,0
45071,1
45073,1
45075,1
45077,1
45079,1
45081,0
45083,1
45085,1
45087,0
45089,1
45091,1
46003,0
46005,1
46007,0
46009,0
46011,0
46013,0
46015,0
46019,0
46021,0
46023,0
46025,1
46027,0
46029,0
46031,0
46033,1
46035,0
46037,0
46039,1
46041,0
46043,0
46045,0
46047,0
46049,0
46051,0
46053,1
46055,0
46057,1
46059,0
46061,0
46063,0
46065,0
46067,0
46069,0
46071,0
46073,0
46075,0
46077,0
46079,0
46081,0
46083,1
46085,0
46087,0
46089,0
46091,0
46093,1
46097,0
46099,0
46101,0
46102,0
46103,0
46105,1
46107,1
46109,0
46111,0
46115,0
46117,0
46119,0
46121,0
46123,0
46125,0
46127,0
46129,0
46135,1
46137,0
47001,1
47003,1
47005,1
47007,0
47009,1
47011,0
47013,0
47015,1
47017,1
47019,0
47021,0
47023,0
47025,1
47027,0
47029,1
47031,0
47033,0
47035,0
47037,0
47039,0
47041,0
47043,1
47045,0
47047,0
47049,0
47051,1
47053,0
47055,1
47057,1
47059,0
47061,1
47063,1
47065,0
47067,0
47069,1
47071,0
47073,1
47075,1
47077,0
47079,0
47081,1
47083,0
47085,1
47087,0
47089,1
47091,0
47093,0
47095,0
47097,0
47099,0
47101,0
47103,1
47105,0
47107,0
47109,0
47111,1
47113,1
47115,1
47117,0
47119,1
47121,1
47123,0
47125,0
47127,0
47129,0
47131,0
47133,1
47135,0
47137,1
47139,1
47141,0
47143,0
47145,0
47147,1
47149,1
47151,1
47153,0
47155,0
47157,1
47159,1
47161,0
47163,0
47165,1
47167,1
47169,1
47171,0
47173,0
47175,1
47177,0
47179,0
47181,1
47183,1
47185,0
47187,1
47189,1
48001,1
48003,0
48005,0
48007,0
48009,0
48011,1
48013,1
48015,0
48017,0
48019,1
48021,1
48023,0
48025,0
48027,0
48029,0
48031,1
48035,1
48037,0
48039,0
48041,1
48043,1
48045,0
48047,0
48049,0
48051,1
48053,0
48055,0
48057,0
48059,0
48061,0
48063,0
48065,0
48067,0
48069,0
48071,0
48073,0
48075,0
48077,0
48079,0
48081,0
48083,1
48085,1
48087,0
48089,1
48091,1
48093,1
48095,0
48097,1
48099,0
48101,0
48103,0
48105,0
48107,0
48109,0
48111,0
48113,0
48115,1
48117,0
48119,0
48121,0
48123,0
48125,0
48127,1
48129,0
48131,0
48133,0
48135,0
48137,0
48139,1
48141,0
48143,0
48145,1
48147,0
48149,0
48151,0
48153,1
48157,0
48159,1
48161,0
48163,1
48165,1
48167,0
48169,0
48171,1
48173,0
48175,0
48177,0
48179,0
48181,1
48183,0
48185,1
48187,1
48189,0
48191,0
48193,0
48195,0
48197,1
48199,0
48201,1
48203,1
48205,0
48207,0
48209,1
48211,0
48213,0
48215,1
48217,1
48219,0
48221,1
48223,1
48225,0
48227,1
48229,0
48231,0
48233,0
48235,0
48237,0
48239,0
48241,0
48243,0
48245,1
48247,0
48249,1
48251,0
48253,0
48255,0
48257,1
48259,1
48261,0
48265,0
48267,0
48271,0
48273,0
48275,0
48277,1
48279,0
48281,0
48283,1
48285,0
48287,0
48289,0
48291,1
48293,1
48295,0
48297,0
48299,0
48301,0
48303,1
48305,1
48307,0
48309,0
48311,0
48313,1
48315,1
48317,0
48319,0
48321,0
48323,0
48325,0
48327,1
48329,0
48331,0
48333,1
48335,0
48337,1
48339,0
48341,0
48343,0
48347,1
48349,1
48351,0
48353,1
48355,0
48357,0
48359,1
48361,0
48363,1
48365,0
48367,1
48369,0
48371,0
48373,1
48375,1
48377,0
48379,1
48381,0
48383,0
48385,0
48387,0
48389,0
48391,0
48395,1
48397,0
48399,0
48401,1
48403,1
48405,0
48407,1
48409,0
48411,1
48413,0
48415,0
48417,0
48419,1
48421,0
48423,1
48425,1
48427,1
48429,0
48431,0
48433,0
48435,0
48437,0
48439,1
48441,0
48443,0
48445,0
48447,0
48449,1
48451,0
48453,0
48455,1
48457,1
48459,1
48461,0
48463,0
48465,0
48467,1
48469,1
48471,1
48473,1
48475,0
48477,0
48479,1
48481,0
48483,0
48485,1
48487,0
48489,0
48491,1
48493,1
48495,0
48497,1
48499,1
48501,0
48503,0
48505,0
48507,0
49001,0
49003,0
49005,0
49007,0
49009,0
49011,0
49013,1
49015,0
49017,0
49019,0
49021,0
49023,1
49025,0
49027,1
49029,0
49031,0
49033,0
49035,1
49037,1
49039,0
49041,0
49043,0
49045,0
49047,0
49049,0
49051,1
49053,0
49055,1
49057,1
50001,1
50003,0
50005,1
50007,0
50009,0
50011,1
50013,0
50015,1
50017,0
50019,0
50021,0
50023,0
50025,1
50027,0
51001,1
51003,1
51005,0
51007,0
51009,1
51011,0
51013,1
51015,0
51017,1
51019,1
51021,1
51023,0
51025,0
51027,1
51029,1
51031,0
51033,1
51035,1
51036,0
51037,0
51041,0
51043,0
51045,1
51047,1
51049,0
51051,0
51053,0
51057,0
51059,0
51061,1
51063,1
51065,1
51067,1
51069,1
