Fips,Target
34025,1
34021,1
34023,1
34037,0
34011,1
34035,1
34013,1
34029,1
34001,1
34015,1
34031,1
34033,0
34003,1
34009,1
34007,1
34039,1
34017,1
34041,0
34019,1
34005,1
34027,1
