target,Fips,County,Emp-11-2017,Emp-11-2018,Emp-11-2019,Emp-11-2020,Emp-11-2021,Emp-21-2017,Emp-21-2018,Emp-21-2019,Emp-21-2020,Emp-21-2021,Emp-22-2017,Emp-22-2018,Emp-22-2019,Emp-22-2020,Emp-22-2021,Emp-23-2017,Emp-23-2018,Emp-23-2019,Emp-23-2020,Emp-23-2021,Emp-42-2017,Emp-42-2018,Emp-42-2019,Emp-42-2020,Emp-42-2021,Emp-51-2017,Emp-51-2018,Emp-51-2019,Emp-51-2020,Emp-51-2021,Emp-52-2017,Emp-52-2018,Emp-52-2019,Emp-52-2020,Emp-52-2021,Emp-53-2017,Emp-53-2018,Emp-53-2019,Emp-53-2020,Emp-53-2021,Emp-54-2017,Emp-54-2018,Emp-54-2019,Emp-54-2020,Emp-54-2021,Emp-55-2017,Emp-55-2018,Emp-55-2019,Emp-55-2020,Emp-55-2021,Emp-56-2017,Emp-56-2018,Emp-56-2019,Emp-56-2020,Emp-56-2021,Emp-61-2017,Emp-61-2018,Emp-61-2019,Emp-61-2020,Emp-61-2021,Emp-62-2017,Emp-62-2018,Emp-62-2019,Emp-62-2020,Emp-62-2021,Emp-71-2017,Emp-71-2018,Emp-71-2019,Emp-71-2020,Emp-71-2021,Emp-72-2017,Emp-72-2018,Emp-72-2019,Emp-72-2020,Emp-72-2021,Emp-81-2017,Emp-81-2018,Emp-81-2019,Emp-81-2020,Emp-81-2021,Emp-99-2018,Emp-99-2019,Emp-99-2020,Emp-99-2021,Est-11-2017,Est-11-2018,Est-11-2019,Est-11-2020,Est-11-2021,Est-21-2017,Est-21-2018,Est-21-2019,Est-21-2020,Est-21-2021,Est-22-2017,Est-22-2018,Est-22-2019,Est-22-2020,Est-22-2021,Est-23-2017,Est-23-2018,Est-23-2019,Est-23-2020,Est-23-2021,Est-42-2017,Est-42-2018,Est-42-2019,Est-42-2020,Est-42-2021,Est-51-2017,Est-51-2018,Est-51-2019,Est-51-2020,Est-51-2021,Est-52-2017,Est-52-2018,Est-52-2019,Est-52-2020,Est-52-2021,Est-53-2017,Est-53-2018,Est-53-2019,Est-53-2020,Est-53-2021,Est-54-2017,Est-54-2018,Est-54-2019,Est-54-2020,Est-54-2021,Est-55-2017,Est-55-2018,Est-55-2019,Est-55-2020,Est-55-2021,Est-56-2017,Est-56-2018,Est-56-2019,Est-56-2020,Est-56-2021,Est-61-2017,Est-61-2018,Est-61-2019,Est-61-2020,Est-61-2021,Est-62-2017,Est-62-2018,Est-62-2019,Est-62-2020,Est-62-2021,Est-71-2017,Est-71-2018,Est-71-2019,Est-71-2020,Est-71-2021,Est-72-2017,Est-72-2018,Est-72-2019,Est-72-2020,Est-72-2021,Est-81-2017,Est-81-2018,Est-81-2019,Est-81-2020,Est-81-2021,Est-99-2018,Est-99-2019,Est-99-2020,Est-99-2021,Km2-2017,Km2-2018,Km2-2019,Km2-2020,Km2-2021,Latitude-2017,Latitude-2018,Latitude-2019,Latitude-2020,Latitude-2021,Longitude-2017,Longitude-2018,Longitude-2019,Longitude-2020,Longitude-2021,Pay-11-2017,Pay-11-2018,Pay-11-2019,Pay-11-2020,Pay-11-2021,Pay-21-2017,Pay-21-2018,Pay-21-2019,Pay-21-2020,Pay-21-2021,Pay-22-2017,Pay-22-2018,Pay-22-2019,Pay-22-2020,Pay-22-2021,Pay-23-2017,Pay-23-2018,Pay-23-2019,Pay-23-2020,Pay-23-2021,Pay-42-2017,Pay-42-2018,Pay-42-2019,Pay-42-2020,Pay-42-2021,Pay-51-2017,Pay-51-2018,Pay-51-2019,Pay-51-2020,Pay-51-2021,Pay-52-2017,Pay-52-2018,Pay-52-2019,Pay-52-2020,Pay-52-2021,Pay-53-2017,Pay-53-2018,Pay-53-2019,Pay-53-2020,Pay-53-2021,Pay-54-2017,Pay-54-2018,Pay-54-2019,Pay-54-2020,Pay-54-2021,Pay-55-2017,Pay-55-2018,Pay-55-2019,Pay-55-2020,Pay-55-2021,Pay-56-2017,Pay-56-2018,Pay-56-2019,Pay-56-2020,Pay-56-2021,Pay-61-2017,Pay-61-2018,Pay-61-2019,Pay-61-2020,Pay-61-2021,Pay-62-2017,Pay-62-2018,Pay-62-2019,Pay-62-2020,Pay-62-2021,Pay-71-2017,Pay-71-2018,Pay-71-2019,Pay-71-2020,Pay-71-2021,Pay-72-2017,Pay-72-2018,Pay-72-2019,Pay-72-2020,Pay-72-2021,Pay-81-2017,Pay-81-2018,Pay-81-2019,Pay-81-2020,Pay-81-2021,Pay-99-2018,Pay-99-2019,Pay-99-2020,Pay-99-2021,PercentUrban-2017,PercentUrban-2018,PercentUrban-2019,PercentUrban-2020,PercentUrban-2021,Population-2017,Population-2018,Population-2019,Population-2020,Population-2021,UrbanDensity-2017,UrbanDensity-2018,UrbanDensity-2019,UrbanDensity-2020,UrbanDensity-2021
0.0,46135,Yankton County,,,,,,,,,,,,24.0,,,,420.0,384.0,348.0,388.0,377.0,343.0,316.0,307.0,324.0,367.0,186.0,169.0,153.0,149.0,138.0,659.0,642.0,609.0,633.0,575.0,78.0,121.0,124.0,111.0,116.0,214.0,211.0,213.0,213.0,199.0,,,,,,250.0,297.0,255.0,216.0,260.0,292.0,317.0,288.0,436.0,275.0,1909.0,2122.0,2146.0,1868.0,1839.0,86.0,66.0,49.0,81.0,93.0,1025.0,1076.0,1018.0,1020.0,975.0,478.0,489.0,461.0,463.0,437.0,,,,,,,,,,,,,,,,4.0,,,,92.0,84.0,80.0,77.0,75.0,38.0,35.0,35.0,37.0,38.0,16.0,15.0,17.0,16.0,15.0,55.0,51.0,51.0,49.0,52.0,27.0,31.0,32.0,32.0,33.0,42.0,43.0,40.0,39.0,40.0,,,,,,34.0,28.0,30.0,34.0,31.0,7.0,7.0,7.0,8.0,7.0,72.0,69.0,62.0,69.0,70.0,12.0,12.0,10.0,16.0,15.0,76.0,70.0,68.0,71.0,76.0,83.0,80.0,77.0,82.0,78.0,,,,,1378.57,1378.57,1378.55,1378.73,1378.55,43.01,43.01,43.01,43.01,43.01,-97.4,-97.4,-97.4,-97.4,-97.4,,,,,,,,,,,,2258.0,,,,17896.0,18505.0,19162.0,20323.0,20503.0,15681.0,15495.0,15614.0,19029.0,22626.0,5927.0,6065.0,6041.0,5662.0,5732.0,41902.0,41936.0,44292.0,48470.0,40224.0,2382.0,4532.0,5033.0,4235.0,4868.0,10715.0,9614.0,10692.0,8841.0,9285.0,,,,,,5050.0,4882.0,5647.0,5157.0,6527.0,8185.0,8220.0,8309.0,8902.0,9433.0,96198.0,97019.0,100107.0,108150.0,110904.0,1351.0,1325.0,1173.0,1423.0,2161.0,15196.0,14629.0,15210.0,15314.0,18551.0,10371.0,10745.0,11337.0,10934.0,11445.0,,,,,0.2,0.2,0.16,0.16,0.16,23,23,23,23,23,1.86,1.9,1.89,1.96,2.17
1.0,46029,Codington County,11.0,15.0,13.0,12.0,,,11.0,,,14.0,24.0,23.0,23.0,22.0,21.0,632.0,616.0,624.0,646.0,663.0,745.0,769.0,820.0,799.0,784.0,178.0,119.0,116.0,102.0,106.0,805.0,818.0,795.0,799.0,737.0,127.0,115.0,121.0,122.0,131.0,264.0,303.0,337.0,318.0,332.0,,,,,,207.0,224.0,209.0,258.0,225.0,88.0,84.0,73.0,88.0,88.0,1872.0,1857.0,1817.0,1872.0,1905.0,117.0,114.0,114.0,108.0,116.0,1708.0,1700.0,1688.0,1755.0,1918.0,580.0,577.0,601.0,600.0,559.0,,,,,5.0,5.0,3.0,3.0,,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,140.0,134.0,132.0,138.0,138.0,70.0,69.0,70.0,69.0,73.0,11.0,11.0,13.0,12.0,16.0,72.0,74.0,76.0,74.0,77.0,63.0,66.0,65.0,66.0,73.0,70.0,77.0,73.0,77.0,77.0,,,,,,46.0,47.0,46.0,46.0,50.0,5.0,5.0,6.0,6.0,8.0,79.0,79.0,83.0,86.0,92.0,31.0,31.0,30.0,28.0,42.0,89.0,84.0,84.0,87.0,90.0,103.0,102.0,109.0,108.0,111.0,,,,,1857.36,1857.37,1857.4,1857.34,1857.41,44.97,44.97,44.97,44.97,44.97,-97.2,-97.2,-97.2,-97.2,-97.2,429.0,597.0,479.0,518.0,,,591.0,,,684.0,1485.0,1542.0,1647.0,1654.0,1705.0,32126.0,32331.0,33446.0,35822.0,38439.0,38713.0,42001.0,44577.0,42809.0,48649.0,5828.0,5802.0,4755.0,4678.0,4760.0,36257.0,39435.0,39528.0,45572.0,43421.0,3877.0,3722.0,3641.0,3820.0,4236.0,11367.0,13733.0,13464.0,14722.0,16058.0,,,,,,6184.0,6166.0,6718.0,7394.0,7654.0,2317.0,2052.0,2020.0,1981.0,1906.0,77421.0,80075.0,82215.0,88523.0,95489.0,1648.0,1757.0,1716.0,1750.0,2826.0,26635.0,28047.0,29346.0,30592.0,44931.0,14030.0,14324.0,15222.0,15625.0,16891.0,,,,,0.14,0.12,0.2,0.19,0.2,28,28,28,28,28,1.88,2.07,1.96,2.03,1.97
0.0,46005,Beadle County,2.0,2.0,,,3.0,,,,,,165.0,163.0,162.0,161.0,156.0,219.0,220.0,211.0,216.0,263.0,505.0,529.0,474.0,480.0,491.0,81.0,84.0,74.0,70.0,49.0,466.0,504.0,547.0,559.0,555.0,98.0,86.0,75.0,71.0,77.0,118.0,116.0,113.0,123.0,109.0,,23.0,25.0,23.0,25.0,104.0,116.0,132.0,123.0,95.0,0.0,46.0,42.0,,,1289.0,1318.0,1225.0,1122.0,1074.0,92.0,81.0,97.0,92.0,70.0,516.0,514.0,509.0,483.0,450.0,317.0,288.0,295.0,307.0,270.0,,,,,3.0,3.0,,,3.0,,,,,,3.0,3.0,3.0,3.0,3.0,61.0,60.0,62.0,61.0,63.0,34.0,34.0,35.0,36.0,37.0,9.0,9.0,8.0,7.0,7.0,44.0,45.0,43.0,48.0,48.0,31.0,28.0,29.0,28.0,25.0,27.0,27.0,24.0,25.0,25.0,,3.0,3.0,3.0,3.0,19.0,20.0,21.0,21.0,24.0,3.0,3.0,3.0,,,63.0,56.0,64.0,59.0,59.0,12.0,12.0,12.0,11.0,11.0,40.0,44.0,45.0,42.0,43.0,70.0,67.0,71.0,67.0,71.0,,,,,3275.88,3275.84,3275.86,3275.86,3275.84,44.42,44.42,44.42,44.42,44.42,-98.28,-98.28,-98.28,-98.28,-98.28,216.0,213.0,,,283.0,,,,,,12502.0,12593.0,12958.0,13273.0,11930.0,14328.0,14076.0,14303.0,15671.0,16870.0,26626.0,26244.0,26399.0,28769.0,30549.0,1551.0,1627.0,1293.0,1220.0,1248.0,23611.0,26602.0,28492.0,30374.0,32762.0,1675.0,1696.0,1845.0,1860.0,2506.0,5087.0,5145.0,5166.0,5487.0,5226.0,,1422.0,1420.0,1469.0,1517.0,3046.0,2973.0,3186.0,3398.0,3734.0,0.0,1007.0,1003.0,,,44914.0,45127.0,44555.0,45217.0,48322.0,1722.0,1526.0,1705.0,1497.0,1582.0,7232.0,7470.0,7489.0,6805.0,7959.0,7100.0,6780.0,6878.0,7394.0,7807.0,,,,,0.01,0.03,0.03,0.05,0.06,18,18,18,18,19,2.14,2.02,1.99,1.74,1.73
0.0,46019,Butte County,18.0,16.0,17.0,14.0,14.0,0.0,216.0,196.0,,,,,,,,153.0,150.0,154.0,149.0,141.0,104.0,91.0,48.0,35.0,39.0,,,,,,96.0,106.0,81.0,84.0,93.0,28.0,24.0,22.0,21.0,18.0,100.0,83.0,95.0,80.0,96.0,,,,,,62.0,73.0,87.0,53.0,75.0,,,,,,267.0,259.0,255.0,256.0,269.0,4.0,5.0,4.0,6.0,8.0,314.0,260.0,268.0,267.0,267.0,143.0,140.0,116.0,121.0,110.0,,,2.0,,8.0,8.0,6.0,5.0,4.0,3.0,3.0,3.0,,,,,,,,51.0,50.0,58.0,55.0,56.0,11.0,11.0,11.0,10.0,10.0,,,,,,20.0,19.0,16.0,17.0,17.0,10.0,10.0,10.0,10.0,9.0,26.0,25.0,24.0,23.0,24.0,,,,,,14.0,16.0,14.0,14.0,15.0,,,,,,30.0,29.0,29.0,28.0,30.0,5.0,4.0,4.0,4.0,4.0,33.0,30.0,33.0,36.0,33.0,32.0,32.0,32.0,32.0,35.0,,,3.0,,5871.72,5871.63,5871.48,5869.95,5871.93,39.65,39.65,39.65,39.65,39.65,-121.59,-121.59,-121.59,-121.59,-121.59,868.0,1345.0,785.0,819.0,631.0,0.0,11716.0,10434.0,,,,,,,,6113.0,6204.0,6478.0,6290.0,6455.0,2573.0,2221.0,1781.0,2439.0,1384.0,,,,,,4234.0,4472.0,4171.0,4267.0,4604.0,577.0,579.0,570.0,526.0,674.0,3474.0,3482.0,3436.0,3260.0,4865.0,,,,,,1141.0,1073.0,1168.0,1079.0,1342.0,,,,,,8692.0,7825.0,8444.0,9114.0,9850.0,143.0,157.0,187.0,226.0,246.0,4129.0,3838.0,3910.0,3551.0,4483.0,3453.0,3484.0,3437.0,3460.0,3444.0,,,120.0,,0.0,0.02,0.0,0.02,0.0,10,10,10,10,10,0.0,1.52,0.0,1.7,0.0
0.0,46035,Davison County,3.0,14.0,17.0,17.0,,,,,,,84.0,84.0,83.0,83.0,84.0,656.0,702.0,654.0,671.0,628.0,511.0,545.0,494.0,523.0,478.0,286.0,263.0,232.0,219.0,184.0,354.0,382.0,381.0,385.0,388.0,66.0,62.0,65.0,67.0,77.0,782.0,793.0,912.0,1036.0,1130.0,,,,,,166.0,175.0,177.0,154.0,167.0,429.0,436.0,435.0,392.0,393.0,2134.0,1976.0,1954.0,2313.0,2275.0,106.0,109.0,111.0,121.0,98.0,1340.0,1296.0,1410.0,1312.0,1165.0,363.0,347.0,319.0,325.0,298.0,,,,,4.0,3.0,3.0,3.0,,,,,,,4.0,4.0,4.0,4.0,4.0,70.0,67.0,67.0,65.0,69.0,43.0,41.0,40.0,36.0,31.0,9.0,8.0,8.0,7.0,7.0,60.0,63.0,59.0,58.0,58.0,21.0,19.0,18.0,17.0,20.0,42.0,46.0,48.0,46.0,44.0,,,,,,25.0,22.0,24.0,29.0,27.0,7.0,6.0,6.0,5.0,7.0,70.0,68.0,75.0,85.0,85.0,18.0,20.0,18.0,17.0,17.0,86.0,81.0,86.0,85.0,87.0,69.0,72.0,71.0,69.0,66.0,,,,,1131.46,1131.69,1131.69,1131.62,1131.69,43.67,43.67,43.67,43.67,43.67,-98.14,-98.14,-98.14,-98.14,-98.14,185.0,373.0,481.0,629.0,,,,,,,7031.0,7114.0,7643.0,7869.0,8039.0,32830.0,36185.0,35871.0,37535.0,38447.0,21637.0,23842.0,24811.0,22612.0,23628.0,12348.0,11320.0,10359.0,10182.0,9790.0,18993.0,21393.0,23169.0,25744.0,26478.0,1432.0,1428.0,1490.0,1643.0,1901.0,40656.0,43623.0,46860.0,57621.0,67585.0,,,,,,4104.0,4043.0,4496.0,4192.0,4490.0,8815.0,9107.0,9407.0,9034.0,9519.0,74578.0,81225.0,77491.0,86489.0,90313.0,2379.0,2984.0,2410.0,2407.0,2007.0,19964.0,20177.0,22142.0,18564.0,21869.0,9306.0,9351.0,9402.0,9299.0,9865.0,,,,,0.13,0.2,0.12,0.18,0.2,20,20,20,20,20,2.16,1.79,1.92,2.06,2.0
1.0,46045,Edmunds County,,,,,,,,,,,0.0,20.0,21.0,19.0,18.0,27.0,27.0,29.0,26.0,26.0,229.0,122.0,111.0,121.0,105.0,,,,,,50.0,51.0,52.0,48.0,55.0,7.0,6.0,5.0,5.0,5.0,28.0,29.0,29.0,28.0,25.0,,,,,,,,3.0,2.0,7.0,,,,,,190.0,142.0,145.0,189.0,175.0,,,0.0,0.0,3.0,59.0,73.0,59.0,62.0,63.0,39.0,33.0,35.0,32.0,30.0,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,15.0,14.0,14.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,,,,,,9.0,9.0,10.0,10.0,10.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,,,,,,,,3.0,3.0,3.0,,,,,,9.0,8.0,9.0,8.0,7.0,,,3.0,3.0,3.0,12.0,12.0,9.0,8.0,10.0,11.0,12.0,11.0,11.0,11.0,,,,,2981.17,2981.17,2981.18,2981.31,2981.28,45.42,45.42,45.42,45.42,45.42,-99.22,-99.22,-99.22,-99.22,-99.22,,,,,,,,,,,0.0,1531.0,1614.0,1469.0,1573.0,1299.0,1337.0,1478.0,1664.0,1645.0,10120.0,5013.0,5288.0,4934.0,5181.0,,,,,,2322.0,2495.0,2555.0,2616.0,2570.0,86.0,85.0,86.0,89.0,90.0,1097.0,1200.0,1277.0,1313.0,1295.0,,,,,,,,189.0,329.0,726.0,,,,,,4341.0,4018.0,4662.0,5605.0,5328.0,,,41.0,54.0,64.0,795.0,742.0,774.0,789.0,908.0,423.0,504.0,471.0,536.0,483.0,,,,,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0
1.0,46021,Campbell County,,,,,,,,,,,,,,,,11.0,,,,4.0,87.0,66.0,69.0,69.0,64.0,,20.0,21.0,24.0,,0.0,,,29.0,25.0,,,,,,9.0,13.0,8.0,6.0,13.0,,,,,,,,,,,,,,,,19.0,19.0,16.0,17.0,17.0,,,,,,15.0,14.0,6.0,11.0,11.0,10.0,13.0,10.0,13.0,16.0,,2.0,4.0,,,,,,,,,,,,,,,,,3.0,,,,3.0,7.0,6.0,6.0,6.0,6.0,,3.0,3.0,3.0,,3.0,,,3.0,3.0,,,,,,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,4.0,5.0,5.0,3.0,3.0,,,,,,7.0,6.0,4.0,4.0,4.0,7.0,9.0,8.0,7.0,9.0,,4.0,3.0,,1997.21,1997.21,1997.21,1997.09,1997.21,38.93,38.93,38.93,38.93,38.93,-84.37,-84.37,-84.37,-84.37,-84.37,,,,,,,,,,,,,,,,289.0,,,,119.0,2425.0,1414.0,1475.0,1439.0,1323.0,,1138.0,1341.0,1473.0,,0.0,,,1689.0,1292.0,,,,,,260.0,290.0,264.0,266.0,315.0,,,,,,,,,,,,,,,,509.0,486.0,484.0,521.0,560.0,,,,,,129.0,99.0,79.0,116.0,153.0,191.0,202.0,225.0,251.0,315.0,,68.0,41.0,,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0
1.0,46073,Jerauld County,2.0,4.0,4.0,4.0,3.0,,,,,,,,,,,20.0,15.0,21.0,25.0,22.0,103.0,122.0,129.0,121.0,120.0,,,,,,31.0,28.0,28.0,28.0,32.0,,,,,,16.0,10.0,22.0,27.0,25.0,,,,,,,,,,,,,,,,127.0,121.0,133.0,128.0,112.0,6.0,,,,,54.0,58.0,52.0,60.0,47.0,32.0,38.0,41.0,37.0,47.0,,,,,3.0,4.0,4.0,4.0,3.0,,,,,,,,,,,13.0,9.0,9.0,10.0,9.0,7.0,7.0,8.0,8.0,8.0,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,5.0,4.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,5.0,3.0,,,,,9.0,8.0,8.0,9.0,8.0,11.0,11.0,12.0,10.0,9.0,,,,,1379.64,1379.53,1379.4,1379.46,1379.52,44.08,44.08,44.08,44.08,44.08,-98.62,-98.62,-98.62,-98.62,-98.62,79.0,86.0,103.0,172.0,109.0,,,,,,,,,,,511.0,506.0,649.0,687.0,577.0,4459.0,6385.0,6171.0,6232.0,6228.0,,,,,,2249.0,2298.0,2311.0,2586.0,2839.0,,,,,,586.0,579.0,863.0,1304.0,1261.0,,,,,,,,,,,,,,,,4807.0,4561.0,4834.0,5481.0,5717.0,304.0,,,,,791.0,824.0,907.0,842.0,677.0,571.0,659.0,1049.0,1033.0,1238.0,,,,,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0
1.0,46007,Bennett County,,,,,,,,,,,,,,,,93.0,91.0,97.0,87.0,67.0,,,,,,20.0,25.0,25.0,27.0,22.0,,15.0,12.0,,,,,,,,,,2.0,8.0,16.0,,,,,,,,,,,,,,,,152.0,157.0,148.0,135.0,119.0,,,,,,56.0,59.0,38.0,46.0,42.0,14.0,10.0,10.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,11.0,11.0,10.0,10.0,10.0,,,,,,5.0,6.0,5.0,4.0,4.0,,3.0,3.0,,,,,,,,,,3.0,4.0,4.0,,,,,,,,,,,,,,,,7.0,7.0,5.0,4.0,7.0,,,,,,8.0,6.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,,,,,3083.46,3083.46,3083.46,3082.76,3083.29,43.19,43.19,43.19,43.19,43.19,-101.66,-101.66,-101.66,-101.66,-101.66,,,,,,,,,,,,,,,,2944.0,2954.0,3203.0,3275.0,2975.0,,,,,,671.0,695.0,615.0,545.0,590.0,,582.0,631.0,,,,,,,,,,50.0,49.0,122.0,,,,,,,,,,,,,,,,6466.0,6732.0,6788.0,7041.0,6972.0,,,,,,783.0,593.0,530.0,640.0,710.0,236.0,204.0,177.0,196.0,379.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
1.0,46055,Haakon County,,,,,,,,,,,,,,,,19.0,17.0,17.0,20.0,15.0,122.0,109.0,115.0,123.0,120.0,45.0,41.0,39.0,41.0,38.0,46.0,43.0,43.0,44.0,41.0,,,,,,13.0,15.0,13.0,8.0,15.0,,,,,,,,,,,,,,,,0.0,161.0,153.0,161.0,145.0,6.0,,,,,39.0,43.0,34.0,40.0,33.0,16.0,44.0,23.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,11.0,9.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,7.0,8.0,8.0,8.0,9.0,3.0,,,,,7.0,7.0,6.0,7.0,5.0,8.0,9.0,7.0,7.0,6.0,,,,,4731.34,4731.41,4731.02,4731.48,4731.32,44.29,44.29,44.29,44.29,44.29,-101.58,-101.58,-101.58,-101.58,-101.58,,,,,,,,,,,,,,,,671.0,738.0,715.0,839.0,848.0,3961.0,3726.0,3769.0,3959.0,4020.0,1408.0,1372.0,1239.0,1255.0,1210.0,2610.0,2363.0,2533.0,2582.0,2819.0,,,,,,560.0,504.0,387.0,361.0,461.0,,,,,,,,,,,,,,,,0.0,6226.0,6256.0,6492.0,6816.0,79.0,,,,,408.0,436.0,409.0,335.0,415.0,567.0,635.0,535.0,618.0,667.0,,,,,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0
1.0,46117,Stanley County,,,1.0,7.0,,,,,,,,,,,,260.0,217.0,201.0,220.0,234.0,108.0,109.0,97.0,92.0,104.0,,,,,,30.0,34.0,29.0,26.0,28.0,,,,1.0,4.0,34.0,44.0,64.0,49.0,56.0,,,,,,24.0,23.0,23.0,27.0,28.0,,,,,,29.0,25.0,25.0,24.0,18.0,8.0,9.0,5.0,4.0,4.0,282.0,236.0,190.0,187.0,146.0,38.0,46.0,47.0,58.0,55.0,,,,,,,3.0,3.0,,,,,,,,,,,,24.0,24.0,23.0,24.0,25.0,4.0,4.0,4.0,4.0,4.0,,,,,,5.0,4.0,4.0,4.0,4.0,,,,3.0,3.0,5.0,6.0,7.0,7.0,6.0,,,,,,6.0,7.0,7.0,7.0,7.0,,,,,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,16.0,13.0,12.0,12.0,11.0,14.0,15.0,16.0,15.0,16.0,,,,,3928.96,3928.88,3928.96,3928.93,3928.93,44.42,44.42,44.42,44.42,44.42,-100.8,-100.8,-100.8,-100.8,-100.8,,,284.0,182.0,,,,,,,,,,,,15781.0,14060.0,14241.0,13968.0,15248.0,2485.0,2692.0,2755.0,2942.0,3334.0,,,,,,1149.0,1228.0,1441.0,1497.0,1677.0,,,,68.0,82.0,1835.0,3381.0,4448.0,2542.0,2950.0,,,,,,540.0,618.0,634.0,782.0,871.0,,,,,,887.0,903.0,953.0,825.0,892.0,153.0,138.0,140.0,157.0,197.0,3989.0,3203.0,2807.0,2652.0,3098.0,951.0,1050.0,1091.0,1133.0,1376.0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0
1.0,46075,Jones County,1.0,,,,,,,,,,0.0,36.0,36.0,35.0,34.0,,,6.0,,5.0,,,,,,,,,,,11.0,13.0,13.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,77.0,64.0,64.0,63.0,,,,,,,,,,3.0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,,,3.0,,3.0,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,17.0,17.0,16.0,18.0,,,,,,,,,,2514.81,2514.83,2514.75,2514.88,2514.71,32.71,32.71,32.71,32.71,32.71,-99.86,-99.86,-99.86,-99.86,-99.86,26.0,,,,,,,,,,0.0,2683.0,2681.0,2726.0,2673.0,,,152.0,,122.0,,,,,,,,,,,448.0,457.0,549.0,583.0,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.0,1499.0,1570.0,1345.0,1745.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1.0,46093,Meade County,13.0,8.0,,,,15.0,11.0,9.0,14.0,9.0,23.0,23.0,22.0,23.0,22.0,663.0,664.0,643.0,679.0,823.0,135.0,172.0,144.0,196.0,192.0,98.0,44.0,28.0,31.0,31.0,162.0,161.0,151.0,162.0,158.0,69.0,70.0,84.0,82.0,88.0,192.0,178.0,171.0,197.0,224.0,,,,,,126.0,157.0,126.0,150.0,164.0,17.0,27.0,14.0,21.0,17.0,1424.0,1447.0,1450.0,1451.0,1461.0,91.0,76.0,53.0,51.0,58.0,586.0,559.0,576.0,559.0,606.0,239.0,259.0,312.0,316.0,291.0,,,,,5.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,143.0,145.0,141.0,148.0,161.0,23.0,24.0,23.0,18.0,20.0,8.0,7.0,7.0,8.0,8.0,23.0,22.0,22.0,23.0,24.0,27.0,33.0,32.0,33.0,42.0,45.0,46.0,41.0,46.0,50.0,,,,,,38.0,36.0,39.0,40.0,45.0,6.0,7.0,4.0,4.0,6.0,38.0,40.0,40.0,38.0,41.0,16.0,14.0,13.0,12.0,18.0,69.0,73.0,72.0,71.0,72.0,71.0,70.0,73.0,73.0,68.0,,,,,9020.84,9020.52,9020.31,9020.38,9020.29,37.21,37.21,37.21,37.21,37.21,-100.4,-100.4,-100.4,-100.4,-100.4,231.0,222.0,,,,628.0,562.0,639.0,721.0,649.0,2285.0,2134.0,2174.0,2232.0,2071.0,29945.0,31893.0,34162.0,35295.0,41252.0,4973.0,5722.0,6991.0,7478.0,8880.0,3796.0,1722.0,1332.0,1567.0,1535.0,7655.0,7776.0,8372.0,9403.0,10292.0,1801.0,2102.0,2517.0,2632.0,3417.0,7822.0,7704.0,8034.0,10911.0,11713.0,,,,,,4465.0,5541.0,5241.0,6131.0,7335.0,362.0,285.0,359.0,418.0,402.0,115847.0,120490.0,123246.0,130210.0,134068.0,2830.0,2977.0,2190.0,2284.0,2213.0,11846.0,12547.0,13026.0,12326.0,16716.0,6058.0,7198.0,8424.0,9571.0,9963.0,,,,,0.01,0.01,0.0,0.01,0.01,27,27,28,28,30,1.95,2.23,0.0,2.26,2.17
