Fips,Target
2016,0
2060,0
2150,0
2188,0
2050,0
2185,0
2220,0
2090,1
2130,0
2170,1
2180,0
2070,0
2100,0
2282,0
2110,0
2164,0
2240,0
2290,0
2020,1
2013,0
2068,0
2261,0
2122,1
2105,0
2230,0
2198,0
2275,0
2195,0
2158,0
