Fips,Target
8095,0
8007,0
8009,0
8031,1
8061,0
8055,0
8063,0
8047,0
8015,0
8059,1
8045,0
8065,0
8097,0
8017,0
8051,0
8079,0
8091,0
8103,0
8115,0
8123,1
8021,0
8027,0
8023,0
8001,1
8035,1
8037,0
8067,0
8081,0
8105,0
8011,0
8025,0
8033,0
8057,0
8069,1
8083,0
8013,1
8039,0
8111,0
8075,0
8113,0
8119,0
8125,0
8107,0
8071,0
8073,0
8117,0
8003,0
8019,0
8029,0
8085,0
8043,0
8101,0
8087,0
8109,0
8077,1
8093,0
8099,0
8053,0
8041,1
8121,0
8049,0
8089,0
8014,1
8005,1
