Fips,Target
42045,1
42043,1
42119,1
42061,0
42055,1
42089,1
42127,0
42009,0
42063,1
42125,1
42101,1
42133,1
42129,1
42041,1
42053,0
42003,1
42011,1
42013,1
42015,1
42073,1
42021,1
42029,1
42103,0
42111,0
42087,1
42057,0
42109,0
42115,0
42039,1
42049,1
42131,1
42067,0
42107,1
42005,1
42001,1
42023,0
42007,1
42035,0
42025,0
42027,1
42097,1
42095,1
42121,1
42069,1
42017,1
42031,0
42077,1
42083,0
42051,1
42091,1
42033,1
42059,1
42075,1
42079,1
42123,1
42081,1
42093,1
42037,1
42019,1
42047,0
42065,0
42071,1
42085,1
42099,0
42105,0
42113,0
42117,0
